TRAINER_ALBERT	ITEM_FULL_RESTORE
TRAINER_ALEXA	ITEM_FULL_RESTORE
TRAINER_ALEXIA	ITEM_HYPER_POTION
TRAINER_ARCHIE	ITEM_SUPER_POTION,ITEM_SUPER_POTION
TRAINER_ATHENA	ITEM_HYPER_POTION
TRAINER_BERKE	ITEM_HYPER_POTION
TRAINER_BRAWLY_1	ITEM_SUPER_POTION,ITEM_SUPER_POTION
TRAINER_BRAWLY_2	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_BRAWLY_3	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_BRAWLY_4	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_BRAWLY_5	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_BRAXTON	ITEM_HYPER_POTION
TRAINER_BRIANNA	ITEM_FULL_RESTORE
TRAINER_BROOKE_1	ITEM_SUPER_POTION
TRAINER_BROOKE_2	ITEM_HYPER_POTION
TRAINER_BROOKE_3	ITEM_HYPER_POTION
TRAINER_BROOKE_4	ITEM_FULL_RESTORE
TRAINER_BROOKE_5	ITEM_FULL_RESTORE
TRAINER_CAROLINA	ITEM_HYPER_POTION
TRAINER_CAROLINE	ITEM_FULL_RESTORE
TRAINER_CATHERINE_1	ITEM_FULL_RESTORE
TRAINER_CATHERINE_2	ITEM_FULL_RESTORE
TRAINER_CATHERINE_3	ITEM_FULL_RESTORE
TRAINER_CATHERINE_4	ITEM_FULL_RESTORE
TRAINER_CATHERINE_5	ITEM_FULL_RESTORE
TRAINER_CINDY_1	ITEM_FULL_RESTORE
TRAINER_CINDY_2	ITEM_FULL_RESTORE
TRAINER_CINDY_3	ITEM_FULL_RESTORE
TRAINER_CINDY_4	ITEM_FULL_RESTORE
TRAINER_CINDY_5	ITEM_FULL_RESTORE
TRAINER_CINDY_6	ITEM_FULL_RESTORE
TRAINER_CRISTIN_1	ITEM_HYPER_POTION
TRAINER_CRISTIN_2	ITEM_HYPER_POTION
TRAINER_CRISTIN_3	ITEM_HYPER_POTION
TRAINER_CRISTIN_4	ITEM_HYPER_POTION
TRAINER_CRISTIN_5	ITEM_HYPER_POTION
TRAINER_DAPHNE	ITEM_FULL_RESTORE
TRAINER_DARCY	ITEM_HYPER_POTION
TRAINER_DIANNE	ITEM_FULL_RESTORE
TRAINER_DRAKE	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_EDGAR	ITEM_FULL_RESTORE
TRAINER_FELIX	ITEM_FULL_RESTORE
TRAINER_FLANNERY_1	ITEM_HYPER_POTION,ITEM_HYPER_POTION
TRAINER_FLANNERY_2	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_FLANNERY_3	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_FLANNERY_4	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_FLANNERY_5	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_GARRET	ITEM_FULL_RESTORE
TRAINER_GEORGE	ITEM_HYPER_POTION
TRAINER_GERALD	ITEM_HYPER_POTION
TRAINER_GLACIA	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_HALLE	ITEM_FULL_RESTORE
TRAINER_HOPE	ITEM_FULL_RESTORE
TRAINER_JACKSON_1	ITEM_FULL_RESTORE
TRAINER_JACKSON_2	ITEM_FULL_RESTORE
TRAINER_JACKSON_3	ITEM_FULL_RESTORE
TRAINER_JACKSON_4	ITEM_FULL_RESTORE
TRAINER_JACKSON_5	ITEM_FULL_RESTORE
TRAINER_JAZMYN	ITEM_HYPER_POTION
TRAINER_JENNA	ITEM_FULL_RESTORE
TRAINER_JENNIFER	ITEM_FULL_RESTORE
TRAINER_JODY	ITEM_HYPER_POTION
TRAINER_JONATHAN	ITEM_HYPER_POTION
TRAINER_JUAN_1	ITEM_HYPER_POTION,ITEM_HYPER_POTION
TRAINER_JUAN_2	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_JUAN_3	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_JUAN_4	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_JUAN_5	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_JULIE	ITEM_FULL_RESTORE
TRAINER_KATELYNN	ITEM_FULL_RESTORE
TRAINER_KEIRA	ITEM_FULL_RESTORE
TRAINER_LEONEL	ITEM_HYPER_POTION
TRAINER_LEROY	ITEM_FULL_RESTORE
TRAINER_LORENZO	ITEM_FULL_RESTORE
TRAINER_MAKAYLA	ITEM_HYPER_POTION
TRAINER_MARCEL	ITEM_HYPER_POTION
TRAINER_MARLEY	ITEM_HYPER_POTION
TRAINER_MARY	ITEM_HYPER_POTION
TRAINER_MATT	ITEM_SUPER_POTION
TRAINER_MAXIE_MAGMA_HIDEOUT	ITEM_SUPER_POTION,ITEM_SUPER_POTION
TRAINER_MAXIE_MT_CHIMNEY	ITEM_SUPER_POTION,ITEM_SUPER_POTION
TRAINER_MICHELLE	ITEM_FULL_RESTORE
TRAINER_NAOMI	ITEM_FULL_RESTORE
TRAINER_NORMAN_1	ITEM_HYPER_POTION,ITEM_HYPER_POTION
TRAINER_NORMAN_2	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_NORMAN_3	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_NORMAN_4	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_NORMAN_5	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_OWEN	ITEM_FULL_RESTORE
TRAINER_PARKER	ITEM_HYPER_POTION
TRAINER_PHOEBE	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_QUINCY	ITEM_FULL_RESTORE
TRAINER_RANDALL	ITEM_HYPER_POTION
TRAINER_ROXANNE_1	ITEM_POTION,ITEM_POTION
TRAINER_ROXANNE_2	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_ROXANNE_3	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_ROXANNE_4	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_ROXANNE_5	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_RUBEN	ITEM_HYPER_POTION
TRAINER_SAMUEL	ITEM_FULL_RESTORE
TRAINER_SARAH	ITEM_FULL_RESTORE
TRAINER_SEBASTIAN	ITEM_FULL_RESTORE
TRAINER_SHANNON	ITEM_FULL_RESTORE
TRAINER_SIDNEY	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_SOPHIA	ITEM_FULL_RESTORE
TRAINER_STEVEN	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_TATE_AND_LIZA_1	ITEM_HYPER_POTION,ITEM_HYPER_POTION,ITEM_HYPER_POTION,ITEM_HYPER_POTION
TRAINER_TATE_AND_LIZA_2	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_TATE_AND_LIZA_3	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_TATE_AND_LIZA_4	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_TATE_AND_LIZA_5	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_VINCENT	ITEM_FULL_RESTORE
TRAINER_VITO	ITEM_FULL_RESTORE
TRAINER_WALLACE	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_WALLY_VR_1	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_WALLY_VR_2	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_WALLY_VR_3	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_WALLY_VR_4	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_WALLY_VR_5	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_WARREN	ITEM_FULL_RESTORE
TRAINER_WATTSON_1	ITEM_SUPER_POTION,ITEM_SUPER_POTION
TRAINER_WATTSON_2	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
TRAINER_WATTSON_3	ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE
