ABANDONED_SHIP	6	14	1	1	ABANDONED SHIP
ALTERING_CAVE	6	8	1	1	ALTERING CAVE
ALTERING_CAVE_FRLG	0	0	1	1	ALTERING CAVE
ANCIENT_TOMB	13	2	1	1	ANCIENT TOMB
AQUA_HIDEOUT	19	3	1	1	AQUA HIDEOUT
AQUA_HIDEOUT_OLD	19	3	1	1	{AQUA} HIDEOUT
ARTISAN_CAVE	22	12	1	1	ARTISAN CAVE
BATTLE_FRONTIER	22	12	1	1	BATTLE FRONTIER
BERRY_FOREST	0	0	1	1	BERRY FOREST
BIRTH_ISLAND	0	0	1	1	BIRTH ISLAND
BIRTH_ISLAND_FRLG	0	0	1	1	BIRTH ISLAND
BOND_BRIDGE	0	0	1	1	BOND BRIDGE
CANYON_ENTRANCE	0	0	1	1	CANYON ENTRANCE
CAPE_BRINK	0	0	1	1	CAPE BRINK
CAVE_OF_ORIGIN	21	7	1	1	CAVE OF ORIGIN
CELADON_CITY	0	0	1	1	CELADON CITY
CERULEAN_CAVE	0	0	1	1	CERULEAN CAVE
CERULEAN_CITY	0	0	1	1	CERULEAN CITY
CINNABAR_ISLAND	0	0	1	1	CINNABAR ISLAND
DESERT_RUINS	8	3	1	1	DESERT RUINS
DESERT_UNDERPASS	2	0	1	1	DESERT UNDERPASS
DEWFORD_TOWN	2	14	1	1	DEWFORD TOWN
DIGLETTS_CAVE	0	0	1	1	DIGLETT'S CAVE
DILFORD_CHAMBER	0	0	1	1	DILFORD CHAMBER
DOTTED_HOLE	0	0	1	1	DOTTED HOLE
DYNAMIC	0	0	1	1	
EMBER_SPA	0	0	1	1	EMBER SPA
EVER_GRANDE_CITY	27	8	1	2	EVER GRANDE CITY
FALLARBOR_TOWN	3	0	1	1	FALLARBOR TOWN
FARAWAY_ISLAND	0	0	1	1	FARAWAY ISLAND
FIERY_PATH	6	3	1	1	FIERY PATH
FIERY_PATH2	7	3	1	1	FIERY PATH
FIVE_ISLAND	0	0	1	1	FIVE ISLAND
FIVE_ISLE_MEADOW	0	0	1	1	FIVE ISLE MEADOW
FORTREE_CITY	12	0	1	1	FORTREE CITY
FOUR_ISLAND	0	0	1	1	FOUR ISLAND
FUCHSIA_CITY	0	0	1	1	FUCHSIA CITY
GRANITE_CAVE	1	13	1	1	GRANITE CAVE
GREEN_PATH	0	0	1	1	GREEN PATH
ICEFALL_CAVE	0	0	1	1	ICEFALL CAVE
INDIGO_PLATEAU	0	0	1	1	INDIGO PLATEAU
INSIDE_OF_TRUCK	0	0	1	1	INSIDE OF TRUCK
ISLAND_CAVE	0	10	1	1	ISLAND CAVE
JAGGED_PASS	6	3	1	1	JAGGED PASS
JAGGED_PASS2	7	2	1	1	JAGGED PASS
KANTO_SAFARI_ZONE	0	0	1	1	SAFARI ZONE
KANTO_VICTORY_ROAD	0	0	1	1	VICTORY ROAD
KINDLE_ROAD	0	0	1	1	KINDLE ROAD
LAVARIDGE_TOWN	5	3	1	1	LAVARIDGE TOWN
LAVENDER_TOWN	0	0	1	1	LAVENDER TOWN
LILYCOVE_CITY	18	3	2	1	LILYCOVE CITY
LIPTOO_CHAMBER	0	0	1	1	LIPTOO CHAMBER
LITTLEROOT_TOWN	4	11	1	1	LITTLEROOT TOWN
LOST_CAVE	0	0	1	1	LOST CAVE
MAGMA_HIDEOUT	6	3	1	1	MAGMA HIDEOUT
MARINE_CAVE	0	0	1	1	MARINE CAVE
MAUVILLE_CITY	8	6	2	1	MAUVILLE CITY
MEMORIAL_PILLAR	0	0	1	1	MEMORIAL PILLAR
METEOR_FALLS	0	3	1	1	METEOR FALLS
METEOR_FALLS2	1	2	1	1	METEOR FALLS
MIRAGE_ISLAND	17	10	1	1	MIRAGE ISLAND
MIRAGE_TOWER	8	2	1	1	MIRAGE TOWER
MONEAN_CHAMBER	0	0	1	1	MONEAN CHAMBER
MOSSDEEP_CITY	24	5	2	1	MOSSDEEP CITY
MT_CHIMNEY	6	2	1	1	MT. CHIMNEY
MT_EMBER	0	0	1	1	MT. EMBER
MT_MOON	0	0	1	1	MT. MOON
MT_PYRE	16	4	1	1	MT. PYRE
NAVEL_ROCK	0	0	1	1	NAVEL ROCK
NAVEL_ROCK_FRLG	0	0	1	1	NAVEL ROCK
NEW_MAUVILLE	8	7	1	1	NEW MAUVILLE
OLDALE_TOWN	4	9	1	1	OLDALE TOWN
ONE_ISLAND	0	0	1	1	ONE ISLAND
OUTCAST_ISLAND	0	0	1	1	OUTCAST ISLAND
PACIFIDLOG_TOWN	17	10	1	1	PACIFIDLOG TOWN
PALLET_TOWN	0	0	1	1	PALLET TOWN
PATTERN_BUSH	0	0	1	1	PATTERN BUSH
PETALBURG_CITY	1	9	1	1	PETALBURG CITY
PETALBURG_WOODS	0	8	1	1	PETALBURG WOODS
PEWTER_CITY	0	0	1	1	PEWTER CITY
POKEMON_LEAGUE	0	0	1	1	POKéMON LEAGUE
POKEMON_MANSION	0	0	1	1	POKéMON MANSION
POKEMON_TOWER	0	0	1	1	POKéMON TOWER
POWER_PLANT	0	0	1	1	POWER PLANT
RESORT_GORGEOUS	0	0	1	1	RESORT GORGEOUS
RIXY_CHAMBER	0	0	1	1	RIXY CHAMBER
ROCKET_HIDEOUT	0	0	1	1	ROCKET HIDEOUT
ROCKET_WAREHOUSE	0	0	1	1	ROCKET WAREHOUSE
ROCK_TUNNEL	0	0	1	1	ROCK TUNNEL
ROUTE_1	0	0	1	1	ROUTE 1
ROUTE_10	0	0	1	1	ROUTE 10
ROUTE_101	4	10	1	1	ROUTE 101
ROUTE_102	2	9	2	1	ROUTE 102
ROUTE_103	4	8	4	1	ROUTE 103
ROUTE_104	0	7	1	3	ROUTE 104
ROUTE_105	0	10	1	3	ROUTE 105
ROUTE_106	0	13	2	1	ROUTE 106
ROUTE_107	3	14	3	1	ROUTE 107
ROUTE_108	6	14	2	1	ROUTE 108
ROUTE_109	8	12	1	3	ROUTE 109
ROUTE_10_POKECENTER	0	0	1	1	ROUTE 10
ROUTE_11	0	0	1	1	ROUTE 11
ROUTE_110	8	7	1	3	ROUTE 110
ROUTE_111	8	0	1	6	ROUTE 111
ROUTE_112	6	3	2	1	ROUTE 112
ROUTE_113	4	0	4	1	ROUTE 113
ROUTE_114	1	0	2	3	ROUTE 114
ROUTE_115	0	2	1	3	ROUTE 115
ROUTE_116	1	5	4	1	ROUTE 116
ROUTE_117	5	6	3	1	ROUTE 117
ROUTE_118	10	6	2	1	ROUTE 118
ROUTE_119	11	0	1	6	ROUTE 119
ROUTE_12	0	0	1	1	ROUTE 12
ROUTE_120	13	0	1	4	ROUTE 120
ROUTE_121	14	3	4	1	ROUTE 121
ROUTE_122	16	4	1	2	ROUTE 122
ROUTE_123	12	6	5	1	ROUTE 123
ROUTE_124	20	3	4	3	ROUTE 124
ROUTE_125	24	3	2	2	ROUTE 125
ROUTE_126	20	6	3	3	ROUTE 126
ROUTE_127	23	6	3	3	ROUTE 127
ROUTE_128	23	9	4	1	ROUTE 128
ROUTE_129	24	10	2	1	ROUTE 129
ROUTE_13	0	0	1	1	ROUTE 13
ROUTE_130	21	10	3	1	ROUTE 130
ROUTE_131	18	10	3	1	ROUTE 131
ROUTE_132	15	10	2	1	ROUTE 132
ROUTE_133	12	10	3	1	ROUTE 133
ROUTE_134	9	10	3	1	ROUTE 134
ROUTE_14	0	0	1	1	ROUTE 14
ROUTE_15	0	0	1	1	ROUTE 15
ROUTE_16	0	0	1	1	ROUTE 16
ROUTE_17	0	0	1	1	ROUTE 17
ROUTE_18	0	0	1	1	ROUTE 18
ROUTE_19	0	0	1	1	ROUTE 19
ROUTE_2	0	0	1	1	ROUTE 2
ROUTE_20	0	0	1	1	ROUTE 20
ROUTE_21	0	0	1	1	ROUTE 21
ROUTE_22	0	0	1	1	ROUTE 22
ROUTE_23	0	0	1	1	ROUTE 23
ROUTE_24	0	0	1	1	ROUTE 24
ROUTE_25	0	0	1	1	ROUTE 25
ROUTE_3	0	0	1	1	ROUTE 3
ROUTE_4	0	0	1	1	ROUTE 4
ROUTE_4_POKECENTER	0	0	1	1	ROUTE 4
ROUTE_5	0	0	1	1	ROUTE 5
ROUTE_6	0	0	1	1	ROUTE 6
ROUTE_7	0	0	1	1	ROUTE 7
ROUTE_8	0	0	1	1	ROUTE 8
ROUTE_9	0	0	1	1	ROUTE 9
RUIN_VALLEY	0	0	1	1	RUIN VALLEY
RUSTBORO_CITY	0	5	1	2	RUSTBORO CITY
RUSTURF_TUNNEL	2	5	1	1	RUSTURF TUNNEL
SAFARI_ZONE	16	2	1	1	SAFARI ZONE
SAFFRON_CITY	0	0	1	1	SAFFRON CITY
SCORCHED_SLAB	13	0	1	1	SCORCHED SLAB
SCUFIB_CHAMBER	0	0	1	1	SCUFIB CHAMBER
SEAFLOOR_CAVERN	24	9	1	1	SEAFLOOR CAVERN
SEAFOAM_ISLANDS	0	0	1	1	SEAFOAM ISLANDS
SEALED_CHAMBER	11	10	1	1	SEALED CHAMBER
SECRET_BASE	0	0	1	1	SECRET BASE
SEVAULT_CANYON	0	0	1	1	SEVAULT CANYON
SEVEN_ISLAND	0	0	1	1	SEVEN ISLAND
SEVII_ISLE_22	0	0	1	1	SEVII ISLE 22
SEVII_ISLE_23	0	0	1	1	SEVII ISLE 23
SEVII_ISLE_24	0	0	1	1	SEVII ISLE 24
SEVII_ISLE_6	0	0	1	1	SEVII ISLE 6
SEVII_ISLE_7	0	0	1	1	SEVII ISLE 7
SEVII_ISLE_8	0	0	1	1	SEVII ISLE 8
SEVII_ISLE_9	0	0	1	1	SEVII ISLE 9
SHOAL_CAVE	24	4	1	1	SHOAL CAVE
SILPH_CO	0	0	1	1	SILPH CO.
SIX_ISLAND	0	0	1	1	SIX ISLAND
SKY_PILLAR	19	10	1	1	SKY PILLAR
SLATEPORT_CITY	8	10	1	2	SLATEPORT CITY
SOOTOPOLIS_CITY	21	7	1	1	SOOTOPOLIS CITY
SOUTHERN_ISLAND	12	14	1	1	SOUTHERN ISLAND
SPECIAL_AREA	0	0	1	1	SPECIAL AREA
S_S_ANNE	0	0	1	1	S.S. ANNE
TANOBY_CHAMBERS	0	0	1	1	TANOBY CHAMBERS
TANOBY_KEY	0	0	1	1	TANOBY KEY
TANOBY_RUINS	0	0	1	1	TANOBY RUINS
TERRA_CAVE	0	0	1	1	TERRA CAVE
THREE_ISLAND	0	0	1	1	THREE ISLAND
THREE_ISLE_PATH	0	0	1	1	THREE ISLE PATH
THREE_ISLE_PORT	0	0	1	1	THREE ISLE PORT
TRAINER_HILL	8	4	1	1	TRAINER HILL
TRAINER_TOWER	0	0	1	1	TRAINER TOWER
TRAINER_TOWER_2	0	0	1	1	TRAINER TOWER
TREASURE_BEACH	0	0	1	1	TREASURE BEACH
TWO_ISLAND	0	0	1	1	TWO ISLAND
UNDERGROUND_PATH	0	0	1	1	UNDERGROUND PATH
UNDERGROUND_PATH_2	0	0	1	1	UNDERGROUND PATH
UNDERWATER_105	0	10	1	3	UNDERWATER
UNDERWATER_124	20	3	4	3	UNDERWATER
UNDERWATER_125	24	3	2	2	UNDERWATER
UNDERWATER_126	20	6	3	3	UNDERWATER
UNDERWATER_127	23	6	3	3	UNDERWATER
UNDERWATER_128	23	9	4	1	UNDERWATER
UNDERWATER_129	24	10	2	1	UNDERWATER
UNDERWATER_MARINE_CAVE	0	0	1	1	UNDERWATER
UNDERWATER_SEAFLOOR_CAVERN	24	9	1	1	UNDERWATER
UNDERWATER_SEALED_CHAMBER	11	10	1	1	UNDERWATER
UNDERWATER_SOOTOPOLIS	21	7	1	1	UNDERWATER
VERDANTURF_TOWN	4	6	1	1	VERDANTURF TOWN
VERMILION_CITY	0	0	1	1	VERMILION CITY
VIAPOIS_CHAMBER	0	0	1	1	VIAPOIS CHAMBER
VICTORY_ROAD	27	9	1	1	VICTORY ROAD
VIRIDIAN_CITY	0	0	1	1	VIRIDIAN CITY
VIRIDIAN_FOREST	0	0	1	1	VIRIDIAN FOREST
WATER_LABYRINTH	0	0	1	1	WATER LABYRINTH
WATER_PATH	0	0	1	1	WATER PATH
WEEPTH_CHAMBER	0	0	1	1	WEEPTH CHAMBER
